sci.name,date,lat,lon,life.stage,bathy,SST,SSS,common.name
Chelonia mydas,2019-02-07,24.923,56.396,NA,244,28.49,36.84,Green
Caretta caretta,2011-04-15,6.87331,59.25258,Juvenile,3717,28.48,35.75,Loggerhead
Chelonia mydas,2018-05-27,25.349,57.582,NA,240,28.21,36.74,Green
Chelonia mydas,2018-03-27,24.566,53.075,NA,2,27.93,38.65,Green
Caretta caretta,2011-04-08,15.74548,54.12744,Juvenile,2714,26.94,36.1,Loggerhead
Chelonia mydas,2019-09-08,24.27,53.041,NA,11,27.97,38.56,Green
Caretta caretta,2011-06-24,5.46852,58.93585,Juvenile,3839,28.68,35.66,Loggerhead
Chelonia mydas,2018-04-20,24.595,53.07,NA,2,27.91,38.67,Green
Chelonia mydas,2016-09-27,24.656,53.05,NA,2,27.91,38.67,Green
Chelonia mydas,2016-12-14,24.175,53.327,NA,6,28,38.65,Green
Caretta caretta,2011-11-11,1.38221,45.45823,Juvenile,2520,27.06,35.25,Loggerhead
Caretta caretta,2011-11-24,1.50509,44.78407,Juvenile,327,26.92,35.17,Loggerhead
Caretta caretta,2011-05-10,15.3133,54.87062,Juvenile,2501,26.96,36.09,Loggerhead
Chelonia mydas,2019-06-06,24.641,53.051,NA,2,27.91,38.67,Green
Caretta caretta,2011-11-12,1.59365,45.75588,Juvenile,2661,27.07,35.25,Loggerhead
Caretta caretta,2011-11-25,1.02443,44.27935,Juvenile,834,26.92,35.13,Loggerhead
Chelonia mydas,2018-09-03,24.121,57.119,NA,48,28.49,36.82,Green
Chelonia mydas,2018-08-15,24.643,53.071,NA,2,27.91,38.67,Green
Caretta caretta,2012-05-04,15.61688,55.45088,Juvenile,3389,26.97,36.09,Loggerhead
Caretta caretta,2011-01-22,9.95438,57.64205,Juvenile,3977,27.55,35.96,Loggerhead
Chelonia mydas,2017-05-30,25.872,55.752,NA,31,28.13,38.48,Green
Chelonia mydas,2016-11-20,24.574,54.42,NA,5,28.09,38.96,Green
Caretta caretta,2012-01-15,11.00793,55.61068,Juvenile,3987,27.01,35.94,Loggerhead
Caretta caretta,2012-05-04,15.61686,55.46022,Juvenile,3363,26.97,36.09,Loggerhead
Caretta caretta,2011-04-15,13.64683,52.89432,Juvenile,2491,26.82,36,Loggerhead
Caretta caretta,2011-04-09,5.81228,60.53807,Juvenile,2760,28.85,35.67,Loggerhead
Chelonia mydas,2018-08-25,24.645,53.03,NA,4,27.91,38.67,Green
Caretta caretta,2011-11-27,0.94848,53.2178,Juvenile,5097,28.16,35.37,Loggerhead
Chelonia mydas,2018-06-28,26.324,57.057,NA,4,28.14,36.89,Green
Caretta caretta,2012-04-25,15.45473,56.88376,Juvenile,3344,26.89,36.13,Loggerhead
Caretta caretta,2011-02-01,12.98471,56.18233,Juvenile,3666,26.87,36.04,Loggerhead
Caretta caretta,2011-03-02,14.42833,52.80167,Juvenile,1874,26.96,36.04,Loggerhead
Chelonia mydas,2018-03-23,24.574,53.075,NA,2,27.93,38.65,Green
Chelonia mydas,2019-05-22,24.585,53.088,NA,2,27.93,38.71,Green
Caretta caretta,2011-02-27,10.56693,55.70086,Juvenile,4083,27.04,35.91,Loggerhead
Chelonia mydas,2017-03-28,24.213,53.182,NA,2,27.99,38.65,Green
Caretta caretta,2011-12-23,5.98011,59.05858,Juvenile,3661,28.63,35.7,Loggerhead
Chelonia mydas,2016-12-24,24.641,53.038,NA,2,27.91,38.67,Green
Caretta caretta,2011-04-14,14.12642,53.20238,Juvenile,2412,26.88,36.03,Loggerhead
Chelonia mydas,2019-06-13,24.501,53.012,NA,6,27.93,38.65,Green
Chelonia mydas,2016-07-28,25.764,55.753,NA,12,28.14,38.7,Green
Chelonia mydas,2017-05-07,25.742,55.844,NA,4,NA,NA,Green
Chelonia mydas,2018-09-15,24.641,53.037,NA,2,27.91,38.67,Green
Chelonia mydas,2016-05-28,24.72,53.152,NA,12,27.92,38.71,Green
Chelonia mydas,2016-12-28,24.57,54.415,NA,5,28.09,38.93,Green
Caretta caretta,2011-03-19,0.765,64.7369,Juvenile,3901,29.33,35.18,Loggerhead
Chelonia mydas,2017-01-06,25.722,55.807,NA,2,28.19,38.72,Green
Chelonia mydas,2018-08-23,22.489,59.763,NA,3,NA,NA,Green
Caretta caretta,2011-02-10,5.1518,54.10094,Juvenile,4715,27.83,35.52,Loggerhead
Caretta caretta,2011-06-08,0.16121,56.73753,Juvenile,4666,28.73,35.34,Loggerhead
Chelonia mydas,2017-01-16,24.557,54.408,NA,3,28.09,38.93,Green
Chelonia mydas,2017-05-15,26.036,56.07,NA,16,28,38.17,Green
Caretta caretta,2011-03-25,13.47678,51.15971,Juvenile,1926,27.84,36.03,Loggerhead
Caretta caretta,2011-01-27,1.21947,52.95937,Juvenile,5095,28.09,35.36,Loggerhead
Caretta caretta,2011-04-03,1.93787,48.51881,Juvenile,4406,27.39,35.35,Loggerhead
Caretta caretta,2011-02-05,4.41651,53.89125,Juvenile,5226,27.93,35.47,Loggerhead
Chelonia mydas,2017-03-17,24.633,53.037,NA,2,27.91,38.67,Green
Caretta caretta,2011-04-26,9.40651,59.95256,Juvenile,3929,28.01,35.99,Loggerhead
Chelonia mydas,2018-03-14,24.621,52.958,NA,10,27.89,38.66,Green
Chelonia mydas,2016-08-14,24.607,54.443,NA,4,28.11,38.94,Green
Chelonia mydas,2018-06-29,25.91,57.221,NA,30,28.15,36.77,Green
Caretta caretta,2011-03-21,1.15393,64.21999,Juvenile,3239,29.32,35.19,Loggerhead
Caretta caretta,2012-02-29,15.75689,56.2604,Juvenile,3109,26.9,36.11,Loggerhead
Chelonia mydas,2018-05-05,24.509,52.859,NA,10,27.88,38.59,Green
Caretta caretta,2011-03-30,12.97963,51.96993,Juvenile,2257,26.97,35.97,Loggerhead
Chelonia mydas,2016-09-10,24.127,52.48,NA,3,27.79,38.08,Green
Caretta caretta,2011-12-24,4.36302,47.87189,Juvenile,9,26.58,35.4,Loggerhead
Chelonia mydas,2017-05-04,24.312,52.999,NA,8,27.93,38.55,Green
Caretta caretta,2011-04-07,5.26897,60.82269,Juvenile,2982,28.94,35.63,Loggerhead
Caretta caretta,2011-04-11,16.01815,54.47467,Juvenile,2851,26.91,36.1,Loggerhead
Chelonia mydas,2019-05-30,24.64,53.046,NA,2,27.91,38.67,Green
Chelonia mydas,2017-01-25,24.141,53.4,NA,2,28,38.69,Green
Chelonia mydas,2018-03-19,24.564,53.039,NA,2,27.93,38.65,Green
Chelonia mydas,2016-08-22,24.613,54.458,NA,2,28.11,38.94,Green
Caretta caretta,2011-03-28,-0.03359,42.90869,Juvenile,27,26.9,34.79,Loggerhead
Chelonia mydas,2018-08-10,22.594,59.726,NA,466,27.13,36.7,Green
Chelonia mydas,2017-07-17,24.68,53.098,NA,10,27.92,38.71,Green
Chelonia mydas,2018-07-01,24.836,53.081,NA,5,27.84,38.69,Green
Caretta caretta,2012-03-01,15.48208,55.97608,Juvenile,3079,26.99,36.1,Loggerhead
Chelonia mydas,2017-06-02,24.635,53.044,NA,2,27.91,38.67,Green
Chelonia mydas,2018-05-08,24.734,53.033,NA,13,27.91,38.69,Green
Caretta caretta,2011-11-26,0.20929,53.13606,Juvenile,5109,28.19,35.37,Loggerhead
Chelonia mydas,2017-05-08,24.644,53.037,NA,2,27.91,38.67,Green
Caretta caretta,2012-01-10,7.63373,49.86291,Juvenile,42,26.31,35.52,Loggerhead
Caretta caretta,2012-04-29,9.25964,50.73187,Juvenile,35,26.17,35.65,Loggerhead
Chelonia mydas,2018-04-21,24.534,53.048,NA,4,27.93,38.65,Green
Caretta caretta,2012-04-22,14.54958,56.17602,Juvenile,3312,26.94,36.11,Loggerhead
Caretta caretta,2011-04-15,6.79266,59.32919,Juvenile,3556,28.49,35.75,Loggerhead
Chelonia mydas,2016-10-15,25.741,55.857,NA,2,NA,NA,Green
Chelonia mydas,2018-05-05,24.698,54.163,NA,20,28.12,38.86,Green
Chelonia mydas,2018-05-18,25.174,55.086,NA,12,28.24,38.99,Green
Chelonia mydas,2018-05-07,24.827,54.641,NA,7,28.2,38.96,Green
Chelonia mydas,2017-03-31,24.585,54.424,NA,5,28.11,38.94,Green
Chelonia mydas,2018-09-25,22.889,62.038,NA,3031,26.95,36.51,Green
Chelonia mydas,2016-11-14,24.637,53.029,NA,3,27.91,38.67,Green
Chelonia mydas,2016-10-15,24.587,54.416,NA,5,28.14,38.93,Green
Chelonia mydas,2017-05-04,24.646,52.981,NA,10,27.89,38.66,Green
Caretta caretta,2011-04-24,13.34935,54.18579,Juvenile,2801,26.97,36.02,Loggerhead
Chelonia mydas,2019-06-27,24.645,53.035,NA,2,27.91,38.67,Green
Caretta caretta,2011-06-27,6.70665,58.87196,Juvenile,3182,28.45,35.74,Loggerhead
Caretta caretta,2011-12-07,1.13999,50.33634,Juvenile,5101,27.66,35.35,Loggerhead
Caretta caretta,2012-01-04,9.21955,57.51739,Juvenile,3359,27.7,35.89,Loggerhead
Chelonia mydas,2019-09-03,24.357,52.992,NA,8,27.95,38.57,Green
Caretta caretta,2011-03-25,16.33612,54.02533,Juvenile,2337,26.81,36.08,Loggerhead
Chelonia mydas,2017-05-25,24.644,53.046,NA,2,27.91,38.67,Green
Caretta caretta,2012-01-14,10.95016,55.77109,Juvenile,4090,27.05,35.94,Loggerhead
Caretta caretta,2012-04-23,14.78812,56.61391,Juvenile,2830,26.91,36.13,Loggerhead
Caretta caretta,2012-05-19,14.87169,55.14752,Juvenile,2728,27.04,36.08,Loggerhead
Chelonia mydas,2018-04-20,25.487,55.353,NA,21,28.24,38.92,Green
Chelonia mydas,2017-01-22,20.702,58.899,NA,5,25.99,35.92,Green
Caretta caretta,2011-03-07,14.56201,52.33259,Juvenile,2316,27.13,36.04,Loggerhead
Chelonia mydas,2017-07-27,24.644,53.046,NA,2,27.91,38.67,Green
Chelonia mydas,2016-08-08,24.638,54.482,NA,4,28.11,38.94,Green
Caretta caretta,2012-01-29,9.28501,50.82988,Juvenile,63,26.18,35.65,Loggerhead
Chelonia mydas,2018-05-05,24.674,53.019,NA,11,27.91,38.69,Green
Chelonia mydas,2016-06-15,24.311,53.106,NA,2,27.99,38.6,Green
Chelonia mydas,2017-05-12,25.756,55.884,NA,3,28.13,38.64,Green
Caretta caretta,2012-04-19,15.30588,55.3064,Juvenile,2972,27.01,36.08,Loggerhead
Caretta caretta,2010-12-29,2.28318,58.41481,Juvenile,4687,28.9,35.38,Loggerhead
Chelonia mydas,2018-06-07,22.501,59.818,NA,17,26.95,36.64,Green
Chelonia mydas,2017-04-03,24.618,53.051,NA,2,27.91,38.67,Green
Chelonia mydas,2019-07-11,24.664,53.213,NA,10,27.96,38.73,Green
Caretta caretta,2012-01-13,7.94313,50.00839,Juvenile,34,26.3,35.54,Loggerhead
Chelonia mydas,2018-09-10,24.557,53.072,NA,2,27.93,38.65,Green
Chelonia mydas,2016-12-12,24.575,54.426,NA,5,28.09,38.96,Green
Caretta caretta,2011-04-23,13.25564,53.60225,Juvenile,2688,26.86,35.98,Loggerhead
Chelonia mydas,2018-07-09,25.139,53.104,NA,21,27.85,38.64,Green
Caretta caretta,2012-03-28,9.25764,50.72033,Juvenile,31,26.17,35.65,Loggerhead
Caretta caretta,2012-04-14,15.44112,56.06283,Juvenile,3021,26.97,36.1,Loggerhead
Chelonia mydas,2016-08-20,24.638,52.983,NA,9,27.89,38.66,Green
Caretta caretta,2012-01-21,8.91395,50.4783,Juvenile,10,26.24,35.61,Loggerhead
Caretta caretta,2011-04-12,14.58103,53.74116,Juvenile,1978,26.88,36.06,Loggerhead
Caretta caretta,2011-05-09,14.32474,58.88716,Juvenile,3656,27.01,36.15,Loggerhead
Caretta caretta,2011-05-09,15.57619,54.88795,Juvenile,2936,26.95,36.09,Loggerhead
Chelonia mydas,2018-06-27,24.661,53.027,NA,10,27.91,38.67,Green
Caretta caretta,2012-05-11,16.5802,54.62367,Juvenile,2703,26.63,36.07,Loggerhead
Chelonia mydas,2018-08-09,22.453,59.895,NA,630,26.66,36.6,Green
Chelonia mydas,2016-08-29,24.127,52.495,NA,5,27.79,38.08,Green
Chelonia mydas,2016-09-15,25.747,55.87,NA,2,NA,NA,Green
Chelonia mydas,2018-08-15,25.052,53.484,NA,22,27.98,38.69,Green
Chelonia mydas,2018-04-22,24.519,53.134,NA,8,27.94,38.67,Green
Chelonia mydas,2016-11-23,22.533,59.827,NA,66,26.95,36.64,Green
Caretta caretta,2011-03-19,14.86432,52.5167,Juvenile,2361,27.05,36.06,Loggerhead
Chelonia mydas,2017-05-26,24.646,53.056,NA,2,27.91,38.67,Green
Caretta caretta,2011-03-12,14.67423,52.58449,Juvenile,2175,27.04,36.05,Loggerhead
Chelonia mydas,2016-09-24,25.727,55.84,NA,2,NA,NA,Green
Chelonia mydas,2017-07-01,24.652,53.026,NA,9,27.91,38.67,Green
Caretta caretta,2012-03-31,15.66281,53.27421,Juvenile,2393,26.96,36.1,Loggerhead
Chelonia mydas,2018-07-08,22.555,59.745,NA,50,27.08,36.67,Green
Chelonia mydas,2018-05-17,25.608,57.398,NA,119,28.08,36.73,Green
Caretta caretta,2012-06-18,19.68489,61.94584,Juvenile,3560,27.02,36.34,Loggerhead
Caretta caretta,2011-01-11,6.58688,60.09648,Juvenile,2712,28.66,35.75,Loggerhead
Chelonia mydas,2019-07-29,24.635,53.05,NA,2,27.91,38.67,Green
Chelonia mydas,2018-11-05,24.643,53.051,NA,2,27.91,38.67,Green
Chelonia mydas,2018-04-12,24.408,53.112,NA,5,28.01,38.64,Green
Chelonia mydas,2018-08-11,22.558,59.733,NA,47,27.08,36.67,Green
Chelonia mydas,2019-09-17,24.543,54.263,NA,11,28.08,38.92,Green
Chelonia mydas,2018-06-24,24.48,53.049,NA,10,27.96,38.64,Green
Caretta caretta,2012-05-13,16.93057,54.57511,Juvenile,1046,26.46,35.99,Loggerhead
Chelonia mydas,2016-12-04,24.6,54.414,NA,6,28.14,38.93,Green
Caretta caretta,2011-02-07,14.69245,54.72384,Juvenile,2451,26.99,36.08,Loggerhead
Caretta caretta,2011-03-27,16.46482,54.176,Juvenile,2166,26.76,36.07,Loggerhead
Caretta caretta,2011-01-25,10.75823,56.65974,Juvenile,3778,27.23,35.97,Loggerhead
Chelonia mydas,2017-05-02,24.306,52.947,NA,14,27.93,38.55,Green
Caretta caretta,2012-01-16,8.38203,50.31885,Juvenile,34,26.29,35.57,Loggerhead
Caretta caretta,2011-12-06,0.9504,54.85658,Juvenile,4902,28.46,35.35,Loggerhead
Chelonia mydas,2016-05-24,24.619,53.078,NA,2,27.91,38.67,Green
Caretta caretta,2011-12-28,7.62637,59.36865,Juvenile,2581,28.32,35.81,Loggerhead
Caretta caretta,2011-04-05,15.297180000000001,51.8604,Juvenile,222,26.95,36.01,Loggerhead
Chelonia mydas,2019-05-29,24.65,53.041,NA,2,27.91,38.67,Green
Chelonia mydas,2018-04-08,24.472,53.002,NA,8,27.96,38.64,Green
Chelonia mydas,2019-06-06,24.592,53.01,NA,4,27.91,38.67,Green
Chelonia mydas,2018-06-26,24.566,53.14,NA,4,27.94,38.67,Green
Chelonia mydas,2017-05-02,24.434,52.924,NA,8,27.92,38.61,Green
Caretta caretta,2011-01-08,5.61197,60.34346,Juvenile,3219,28.85,35.67,Loggerhead
Chelonia mydas,2016-08-07,25.7,55.697,NA,7,28.19,38.73,Green
Chelonia mydas,2017-05-19,24.626,53.012,NA,6,27.91,38.67,Green
Caretta caretta,2011-07-17,7.54176,60.17576,Juvenile,2368,28.45,35.82,Loggerhead
Caretta caretta,2011-03-24,2.53675,62.932,Juvenile,3290,29.25,35.27,Loggerhead
Caretta caretta,2011-07-04,8.61964,59.38267,Juvenile,2802,28.08,35.91,Loggerhead
Caretta caretta,2012-04-26,15.82704,56.7315,Juvenile,3146,26.88,36.13,Loggerhead
Chelonia mydas,2019-06-28,24.667,53.07,NA,7,27.91,38.69,Green
Caretta caretta,2011-12-22,5.56857,58.65417,Juvenile,4068,28.63,35.65,Loggerhead
Caretta caretta,2011-05-08,16.04279,55.29861,Juvenile,3215,26.85,36.1,Loggerhead
Caretta caretta,2012-02-13,9.26364,50.73831,Juvenile,42,26.17,35.65,Loggerhead
Chelonia mydas,2019-09-28,24.592,53.039,NA,2,27.91,38.67,Green
Caretta caretta,2011-11-13,2.02751,46.63162,Juvenile,3056,27.13,35.29,Loggerhead
Caretta caretta,2011-04-27,9.8885,60.01145,Juvenile,4517,27.9,36.05,Loggerhead
Chelonia mydas,2016-08-22,24.484,52.44,NA,18,27.75,38.34,Green
Caretta caretta,2011-04-10,6.07751,60.19208,Juvenile,2932,28.76,35.7,Loggerhead
Chelonia mydas,2018-03-17,24.67,53.045,NA,9,27.91,38.69,Green
Caretta caretta,2011-04-13,16.00898,55.01175,Juvenile,3113,26.86,36.1,Loggerhead
Caretta caretta,2011-04-26,16.9738,55.68223,Juvenile,3020,26.29,36.1,Loggerhead
Chelonia mydas,2019-09-05,25.515,51.646,NA,5,27.21,38.29,Green
Chelonia mydas,2018-06-26,24.494,52.945,NA,9,27.92,38.61,Green
Chelonia mydas,2018-04-11,24.44,52.983,NA,7,27.92,38.61,Green
Chelonia mydas,2018-06-24,24.655,53.034,NA,6,27.91,38.67,Green
Caretta caretta,2011-03-07,12.76629,56.11849,Juvenile,4211,26.88,36.03,Loggerhead
Caretta caretta,2011-04-11,16.0092,54.48342,Juvenile,2837,26.91,36.1,Loggerhead
Chelonia mydas,2016-12-16,26.305,56.46,NA,59,27.92,36.85,Green
Chelonia mydas,2016-06-06,24.608,53.034,NA,2,27.91,38.67,Green
Caretta caretta,2011-03-20,1.07058,64.17829,Juvenile,2868,29.32,35.19,Loggerhead
Chelonia mydas,2018-04-21,25.593,55.499,NA,15,28.22,38.82,Green
Chelonia mydas,2018-05-04,24.695,52.993,NA,13,27.86,38.67,Green
Chelonia mydas,2016-07-31,25.757,55.877,NA,2,28.13,38.64,Green
Caretta caretta,2011-12-25,6.57313,59.29258,Juvenile,3796,28.55,35.74,Loggerhead
Chelonia mydas,2016-08-22,24.668,53.084,NA,7,27.92,38.71,Green
Chelonia mydas,2017-03-11,24.686,54.423,NA,11,28.12,38.95,Green
Chelonia mydas,2016-09-17,24.644,53.046,NA,2,27.91,38.67,Green
Chelonia mydas,2019-05-16,24.553,53.138,NA,6,27.94,38.67,Green
Chelonia mydas,2018-05-22,25.379,55.21,NA,21,28.25,38.95,Green
Chelonia mydas,2016-10-30,25.739,55.866,NA,2,NA,NA,Green
Chelonia mydas,2017-04-30,24.423,52.911,NA,8,27.91,38.57,Green
Chelonia mydas,2016-08-01,25.711,55.712,NA,10,28.19,38.73,Green
Caretta caretta,2011-04-11,16.00291,54.57829,Juvenile,2893,26.9,36.1,Loggerhead
Chelonia mydas,2017-03-01,24.139,53.246,NA,25,27.99,38.61,Green
Caretta caretta,2011-12-07,0.81819,55.06624,Juvenile,4546,28.49,35.35,Loggerhead
Caretta caretta,2011-11-11,1.01803,45.24795,Juvenile,2873,27.09,35.28,Loggerhead
Chelonia mydas,2017-05-08,24.547,53.006,NA,5,27.93,38.65,Green
Chelonia mydas,2018-05-10,26.781,57.02,NA,2,NA,NA,Green
Chelonia mydas,2018-10-31,24.636,53.052,NA,2,27.91,38.67,Green
Caretta caretta,2012-04-30,15.91429,55.83146,Juvenile,3080,26.9,36.1,Loggerhead
Chelonia mydas,2018-04-15,24.574,53.163,NA,11,27.94,38.67,Green
Chelonia mydas,2016-09-12,24.682,53.17,NA,10,27.93,38.73,Green
Chelonia mydas,2016-08-11,25.651,55.72,NA,2,28.21,38.74,Green
Caretta caretta,2011-01-05,4.724,59.97518,Juvenile,4392,28.91,35.6,Loggerhead
Chelonia mydas,2016-12-05,24.154,53.393,NA,5,28,38.69,Green
Chelonia mydas,2018-05-14,25.764,55.889,NA,4,28.13,38.64,Green
Caretta caretta,2011-04-14,14.0995,53.20033,Juvenile,2288,26.88,36.03,Loggerhead
Caretta caretta,2011-12-15,2.04036,56.85193,Juvenile,4659,28.74,35.37,Loggerhead
Chelonia mydas,2017-06-02,24.646,53.054,NA,2,27.91,38.67,Green
Chelonia mydas,2016-08-16,25.735,55.844,NA,3,NA,NA,Green
Caretta caretta,2011-05-03,15.21617,57.71995,Juvenile,3668,26.88,36.13,Loggerhead
Caretta caretta,2012-01-23,12.12112,55.5583,Juvenile,4114,26.9,35.98,Loggerhead
Chelonia mydas,2018-07-02,24.9,57.466,NA,1505,28.4,36.8,Green
Caretta caretta,2012-05-16,16.03125,54.75977,Juvenile,2657,26.88,36.1,Loggerhead
Caretta caretta,2011-04-08,3.25757,46.87318,Juvenile,9,26.72,35.21,Loggerhead
Chelonia mydas,2018-06-05,24.678,53.127,NA,9,27.92,38.71,Green
Chelonia mydas,2017-06-08,24.716,53.015,NA,12,27.91,38.69,Green
Caretta caretta,2011-02-06,14.21246,55.0079,Juvenile,2317,27.04,36.08,Loggerhead
Caretta caretta,2012-02-06,9.23792,50.71227,Juvenile,30,26.21,35.65,Loggerhead
Chelonia mydas,2017-05-05,25.764,55.794,NA,6,28.14,38.7,Green
Chelonia mydas,2017-01-01,13.729,47.6,NA,559,28.26,36.12,Green
Caretta caretta,2011-12-14,1.72246,56.68429,Juvenile,4636,28.72,35.35,Loggerhead
Caretta caretta,2011-07-27,10.32235,60.23318,Juvenile,4594,27.82,36.11,Loggerhead
Caretta caretta,2011-02-09,15.97564,54.07113,Juvenile,2634,26.95,36.1,Loggerhead
Chelonia mydas,2017-08-30,24.986,53.74,NA,15,28.07,38.72,Green
Chelonia mydas,2018-09-20,21.733,65.068,NA,2937,27.41,36.59,Green
Caretta caretta,2011-04-29,16.69395,55.49609,Juvenile,3067,26.49,36.08,Loggerhead
Chelonia mydas,2016-12-09,24.556,56.916,NA,282,28.52,36.83,Green
Caretta caretta,2012-04-23,14.56766,56.27981,Juvenile,3579,26.92,36.11,Loggerhead
Chelonia mydas,2018-05-26,24.521,53.153,NA,6,27.94,38.67,Green
Chelonia mydas,2017-06-12,24.853,53.09,NA,3,27.86,38.7,Green
Chelonia mydas,2017-07-05,24.657,53.069,NA,2,27.91,38.67,Green
Caretta caretta,2011-02-01,13.30621,56.02671,Juvenile,4007,26.83,36.05,Loggerhead
Caretta caretta,2012-04-01,15.93957,53.32825,Juvenile,2258,26.95,36.1,Loggerhead
Chelonia mydas,2017-06-15,24.659,52.977,NA,12,27.89,38.66,Green
Chelonia mydas,2019-06-23,24.661,53.051,NA,3,27.91,38.67,Green
Chelonia mydas,2019-06-27,24.626,53.047,NA,2,27.91,38.67,Green
Caretta caretta,2011-05-05,15.09994,58.08403,Juvenile,4026,26.89,36.14,Loggerhead
Caretta caretta,2011-01-24,10.46031,57.308,Juvenile,4252,27.41,35.97,Loggerhead
Caretta caretta,2010-12-27,1.44256,58.10294,Juvenile,4667,28.89,35.34,Loggerhead
Chelonia mydas,2017-06-22,24.655,53.063,NA,2,27.91,38.67,Green
Chelonia mydas,2019-05-22,24.651,53.068,NA,2,27.91,38.67,Green
Caretta caretta,2011-01-26,11.00189,56.68452,Juvenile,3941,27.21,35.99,Loggerhead
Chelonia mydas,2016-05-25,24.633,53.005,NA,7,27.91,38.67,Green
Chelonia mydas,2019-06-30,24.554,53.012,NA,4,27.93,38.65,Green
Caretta caretta,2012-04-20,15.17476,55.34859,Juvenile,2657,27.03,36.09,Loggerhead
Caretta caretta,2011-03-07,12.68739,56.08747,Juvenile,4038,26.9,36.03,Loggerhead
Caretta caretta,2011-11-27,0.18113,45.36256,Juvenile,3686,27.17,35.35,Loggerhead
Chelonia mydas,2017-01-12,24.654,53.038,NA,6,27.91,38.67,Green
Caretta caretta,2011-04-24,9.09929,59.71757,Juvenile,3750,28.02,35.97,Loggerhead
Chelonia mydas,2016-11-30,24.641,53.046,NA,2,27.91,38.67,Green
Caretta caretta,2012-04-08,14.96923,55.87606,Juvenile,2405,27.02,36.09,Loggerhead
Chelonia mydas,2017-01-09,12.553,44.136,NA,28,28.52,36.3,Green
Chelonia mydas,2016-12-09,24.577,54.432,NA,5,28.09,38.96,Green
Chelonia mydas,2018-10-09,24.691,52.453,NA,26,27.7,38.51,Green
Chelonia mydas,2016-12-05,23.726,58.278,NA,45,28.14,36.82,Green
Caretta caretta,2012-04-15,15.49376,55.88528,Juvenile,3067,26.99,36.1,Loggerhead
Chelonia mydas,2018-07-03,24.844,53.08,NA,4,27.84,38.69,Green
Chelonia mydas,2018-09-07,24.638,53.052,NA,2,27.91,38.67,Green
Chelonia mydas,2018-03-15,24.555,53.075,NA,2,27.93,38.65,Green
Caretta caretta,2012-01-01,8.61235,58.44464,Juvenile,3711,27.96,35.87,Loggerhead
Chelonia mydas,2017-01-22,24.56,54.446,NA,2,28.09,38.96,Green
Caretta caretta,2011-04-17,13.36124,52.57492,Juvenile,2212,26.79,35.98,Loggerhead
Caretta caretta,2011-06-25,5.51358,59.06502,Juvenile,4143,28.68,35.67,Loggerhead
Chelonia mydas,2018-03-27,24.636,53.046,NA,2,27.91,38.67,Green
Chelonia mydas,2019-06-19,24.637,53.051,NA,2,27.91,38.67,Green
Chelonia mydas,2017-05-21,25.74,55.846,NA,3,NA,NA,Green
Chelonia mydas,2018-04-20,24.553,53.076,NA,2,27.93,38.65,Green
Caretta caretta,2012-03-01,15.34258,55.81006,Juvenile,2845,27,36.09,Loggerhead
Caretta caretta,2011-08-07,2.80422,46.59146,Juvenile,197,26.85,35.21,Loggerhead
Caretta caretta,2012-05-16,16.2357,54.66528,Juvenile,2880,26.87,36.09,Loggerhead
Chelonia mydas,2018-06-05,23.662,58.826,NA,1216,28.06,36.79,Green
Chelonia mydas,2016-10-01,25.731,55.857,NA,2,NA,NA,Green
Chelonia mydas,2018-09-24,26.011,54.929,NA,71,28.11,38.2,Green
Chelonia mydas,2018-09-29,24.642,53.052,NA,2,27.91,38.67,Green
Caretta caretta,2011-03-18,14.83437,52.62828,Juvenile,2393,27.03,36.06,Loggerhead
Chelonia mydas,2019-07-24,24.634,53.048,NA,2,27.91,38.67,Green
Chelonia mydas,2017-03-20,24.643,53.044,NA,2,27.91,38.67,Green
Chelonia mydas,2016-08-10,26.066,54.928,NA,79,28.11,38.2,Green
Caretta caretta,2012-04-04,9.26808,50.87115,Juvenile,162,26.16,35.65,Loggerhead
Chelonia mydas,2018-04-27,24.699,53.143,NA,11,27.92,38.71,Green
Chelonia mydas,2016-07-30,25.701,55.69,NA,9,28.19,38.73,Green
Chelonia mydas,2016-12-03,25.191,65.031,NA,15,26.36,36.45,Green
Caretta caretta,2011-04-09,15.82576,53.42974,Juvenile,2383,26.96,36.1,Loggerhead
Caretta caretta,2011-03-31,15.76167,54.93704,Juvenile,2913,26.93,36.1,Loggerhead
Chelonia mydas,2018-12-19,24.579,53.359,NA,4,28.02,38.74,Green
Caretta caretta,2011-12-26,7.04911,59.47776,Juvenile,3683,28.46,35.77,Loggerhead
Caretta caretta,2012-02-13,9.23918,50.7189,Juvenile,34,26.21,35.65,Loggerhead
Caretta caretta,2011-02-08,15.46607,54.48651,Juvenile,2213,26.93,36.09,Loggerhead
Chelonia mydas,2016-09-11,25.737,55.865,NA,2,NA,NA,Green
Caretta caretta,2012-06-08,20.0944,59.8061,Juvenile,3514,26.58,36.29,Loggerhead
Chelonia mydas,2016-05-20,24.634,52.831,NA,14,27.83,38.59,Green
Caretta caretta,2011-08-07,2.66402,46.30125,Juvenile,27,26.87,35.23,Loggerhead
Chelonia mydas,2017-03-23,24.182,53.176,NA,6,27.99,38.65,Green
Chelonia mydas,2017-06-08,24.744,53.017,NA,12,27.91,38.69,Green
Chelonia mydas,2018-12-26,22.436,59.85,NA,40,26.66,36.6,Green
Chelonia mydas,2016-08-16,25.954,53.019,NA,49,27.85,38.45,Green
